Rooms,Price,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Suburb,zipcode,airbnb_price_mean,airbnb_weekly_price_mean,airbnb_monthly_price_mean
1,371000.0,1.0,0.0,917.0,44.0,1970.0,Southern Metropolitan,Hawthorn East,3123.0,304.75,1687.875,6069.0
5,1900000.0,3.0,3.0,0.0,,,Southern Metropolitan,Hawthorn East,3123.0,304.75,1687.875,6069.0
3,1625000.0,2.0,1.0,255.0,115.0,1890.0,Southern Metropolitan,Hawthorn East,3123.0,304.75,1687.875,6069.0
2,701000.0,1.0,3.0,166.0,,1970.0,Southern Metropolitan,Hawthorn East,3123.0,304.75,1687.875,6069.0
2,1100000.0,1.0,2.0,206.0,,,Southern Metropolitan,Hawthorn East,3123.0,304.75,1687.875,6069.0
4,2200000.0,2.0,1.0,588.0,,,Southern Metropolitan,Hawthorn East,3123.0,304.75,1687.875,6069.0
3,975000.0,1.0,1.0,211.0,120.0,1990.0,Southern Metropolitan,Hawthorn East,3123.0,304.75,1687.875,6069.0
4,1100000.0,3.0,2.0,286.0,160.0,1990.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
4,1500000.0,2.0,1.0,650.0,,1935.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1470000.0,1.0,2.0,701.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1160000.0,2.0,2.0,302.0,172.0,2000.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1100000.0,2.0,2.0,242.0,,2005.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,820000.0,1.0,1.0,274.0,107.0,1925.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,690000.0,1.0,1.0,129.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,740000.0,1.0,1.0,161.0,89.0,1980.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,975000.0,2.0,1.0,277.0,109.0,1975.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1060000.0,1.0,2.0,595.0,130.0,1957.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,680000.0,1.0,2.0,275.0,94.0,1975.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,825000.0,1.0,1.0,0.0,86.0,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1430000.0,1.0,2.0,618.0,163.0,1960.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,435000.0,1.0,1.0,697.0,,1970.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1370000.0,2.0,2.0,834.0,168.0,1954.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,605000.0,2.0,2.0,5289.0,72.0,2013.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1355000.0,1.0,6.0,612.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,785000.0,2.0,2.0,0.0,,2009.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1420000.0,1.0,1.0,700.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
4,1610000.0,2.0,2.0,660.0,167.0,1920.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
1,290000.0,1.0,1.0,0.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,910500.0,1.0,2.0,313.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
1,331000.0,1.0,1.0,0.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,685000.0,1.0,1.0,0.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
1,256500.0,1.0,1.0,0.0,37.0,1966.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1365000.0,2.0,2.0,627.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,860000.0,2.0,2.0,0.0,,2013.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
5,1300000.0,2.0,2.0,683.0,223.0,1960.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,835000.0,1.0,1.0,181.0,104.0,1975.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,720000.0,2.0,2.0,1318.0,,2008.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,861500.0,2.0,1.0,293.0,125.0,2004.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,500000.0,2.0,1.0,5289.0,70.0,2013.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
4,1670000.0,2.0,1.0,690.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
4,1400000.0,2.0,2.0,557.0,178.0,1955.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,692000.0,1.0,2.0,0.0,,1991.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,603000.0,1.0,1.0,102.0,92.0,1960.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1076000.0,1.0,1.0,554.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1100000.0,2.0,2.0,506.0,169.0,1950.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
1,291000.0,1.0,1.0,0.0,44.0,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
4,1200000.0,3.0,2.0,297.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1090000.0,2.0,2.0,553.0,138.0,1960.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1220000.0,1.0,2.0,735.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
4,1800000.0,2.0,2.0,990.0,267.0,2003.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,435000.0,1.0,1.0,0.0,,1970.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
4,1641000.0,1.0,1.0,560.0,,,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
2,745500.0,1.0,1.0,186.0,110.0,1980.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1260000.0,1.0,1.0,345.0,,1940.0,Southern Metropolitan,Murrumbeena,3163.0,101.6,567.0,1984.2666666666667
3,1401000.0,2.0,2.0,650.0,150.0,1950.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
4,2250000.0,1.0,2.0,903.0,235.0,1985.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
4,1715000.0,2.0,2.0,705.0,226.0,1922.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,1960000.0,1.0,1.0,719.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
1,250000.0,1.0,1.0,0.0,36.0,1960.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
1,290000.0,1.0,1.0,0.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,1708000.0,1.0,1.0,703.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,758000.0,1.0,1.0,250.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
4,1920000.0,1.0,1.0,805.0,808.0,1925.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,1256000.0,2.0,2.0,378.0,,1924.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
4,1918000.0,2.0,1.0,678.0,162.0,1920.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,900000.0,1.0,1.0,265.0,91.0,1990.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
4,1875000.0,2.0,2.0,702.0,,1929.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,1250000.0,1.0,1.0,516.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,1360000.0,1.0,1.0,690.0,,1930.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,1770000.0,2.0,2.0,667.0,142.0,1950.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,435000.0,1.0,1.0,0.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
5,1836000.0,3.0,4.0,464.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,1250000.0,2.0,2.0,326.0,188.0,2000.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,950000.0,1.0,1.0,0.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
1,260000.0,1.0,1.0,0.0,,1975.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,822500.0,2.0,3.0,0.0,93.0,1970.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,810000.0,1.0,1.0,210.0,90.0,1996.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,1322000.0,1.0,1.0,551.0,156.0,1940.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,861000.0,1.0,1.0,0.0,,2002.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,765000.0,1.0,2.0,300.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,973000.0,2.0,2.0,379.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
4,1845000.0,3.0,1.0,718.0,189.0,1939.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,1535000.0,1.0,2.0,578.0,140.0,1935.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
4,2005000.0,2.0,2.0,691.0,193.0,1935.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,932000.0,2.0,1.0,180.0,92.0,1997.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
4,1500000.0,2.0,2.0,862.0,153.0,1970.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
1,260000.0,1.0,1.0,0.0,,1970.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
4,1390000.0,2.0,2.0,666.0,158.0,1937.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,940000.0,1.0,1.0,397.0,124.0,1940.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
1,296000.0,1.0,1.0,0.0,36.0,1970.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
4,1850000.0,2.0,2.0,668.0,,1980.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,475000.0,1.0,1.0,0.0,52.0,2011.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,820000.0,2.0,1.0,238.0,127.0,1998.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,940000.0,2.0,1.0,382.0,137.0,1998.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,1668000.0,1.0,2.0,595.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,1470000.0,2.0,2.0,0.0,163.0,1980.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,981000.0,1.0,1.0,533.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,430000.0,1.0,1.0,0.0,69.0,1970.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
1,362000.0,1.0,1.0,0.0,44.0,2010.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,410000.0,1.0,1.0,0.0,65.0,1970.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
4,1197000.0,2.0,2.0,144.0,,2006.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
3,1690000.0,2.0,2.0,692.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
1,447000.0,1.0,1.0,0.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,1177000.0,1.0,2.0,452.0,105.0,1930.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,617500.0,1.0,1.0,94.0,91.0,1970.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,479500.0,1.0,1.0,0.0,92.0,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
4,2050000.0,2.0,2.0,647.0,,,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,405000.0,1.0,1.0,0.0,68.0,1970.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,450000.0,1.0,1.0,0.0,,2005.0,Southern Metropolitan,Ormond,3204.0,139.0,757.5714285714286,2936.0
2,695000.0,2.0,1.0,0.0,,,Southern Metropolitan,Glen Huntly,3163.0,101.6,567.0,1984.2666666666667
3,1160000.0,1.0,2.0,553.0,137.0,1930.0,Southern Metropolitan,Glen Huntly,3163.0,101.6,567.0,1984.2666666666667
3,1330000.0,2.0,1.0,295.0,176.0,1930.0,Southern Metropolitan,Glen Huntly,3163.0,101.6,567.0,1984.2666666666667
2,695000.0,1.0,1.0,1035.0,,1963.0,Southern Metropolitan,Glen Huntly,3163.0,101.6,567.0,1984.2666666666667
2,812000.0,1.0,1.0,0.0,,1995.0,Southern Metropolitan,Glen Huntly,3163.0,101.6,567.0,1984.2666666666667
2,350000.0,1.0,1.0,0.0,,1960.0,Southern Metropolitan,Glen Huntly,3163.0,101.6,567.0,1984.2666666666667
2,630000.0,1.0,1.0,100.0,,,Southern Metropolitan,Glen Huntly,3163.0,101.6,567.0,1984.2666666666667
2,635000.0,2.0,1.0,81.0,2.0,,Southern Metropolitan,Glen Huntly,3163.0,101.6,567.0,1984.2666666666667
2,636500.0,1.0,1.0,0.0,68.0,1970.0,Southern Metropolitan,Glen Huntly,3163.0,101.6,567.0,1984.2666666666667
5,2575000.0,3.0,2.0,688.0,347.0,1910.0,Southern Metropolitan,Glen Huntly,3163.0,101.6,567.0,1984.2666666666667
2,445000.0,1.0,1.0,0.0,,,Southern Metropolitan,Glen Huntly,3163.0,101.6,567.0,1984.2666666666667
2,710000.0,1.0,1.0,0.0,78.0,1970.0,Southern Metropolitan,Glen Huntly,3163.0,101.6,567.0,1984.2666666666667
2,640000.0,1.0,1.0,1784.0,110.0,1970.0,Southern Metropolitan,Glen Huntly,3163.0,101.6,567.0,1984.2666666666667
2,605000.0,1.0,1.0,722.0,,1970.0,Southern Metropolitan,Ripponlea,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,660000.0,1.0,0.0,477.0,,,Southern Metropolitan,Ripponlea,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
1,327000.0,1.0,1.0,486.0,,,Southern Metropolitan,Ripponlea,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,570000.0,1.0,0.0,785.0,,1964.0,Southern Metropolitan,Ripponlea,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,755000.0,2.0,1.0,66.0,111.0,2005.0,Southern Metropolitan,Ripponlea,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
4,1925000.0,2.0,3.0,485.0,,,Southern Metropolitan,Ripponlea,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,520000.0,1.0,1.0,0.0,74.0,1971.0,Southern Metropolitan,Ripponlea,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,1000000.0,1.0,2.0,176.0,114.0,1920.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
2,725000.0,1.0,1.0,115.0,,,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
1,425000.0,1.0,1.0,0.0,52.0,2007.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
3,1280000.0,2.0,2.0,324.0,165.0,1880.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
2,1000000.0,1.0,0.0,146.0,,,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
2,546000.0,1.0,1.0,0.0,,1980.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
3,1475000.0,2.0,2.0,324.0,165.0,1880.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
2,895000.0,1.0,0.0,138.0,,,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
1,405000.0,1.0,1.0,0.0,,2007.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
2,1015000.0,1.0,1.0,131.0,80.0,1890.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
2,930000.0,1.0,1.0,125.0,68.0,1900.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
1,415000.0,1.0,1.0,0.0,,,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
3,1900000.0,2.0,2.0,263.0,166.0,2016.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
2,662500.0,1.0,1.0,0.0,75.0,2015.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
2,831000.0,1.0,0.0,128.0,,,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
2,1110000.0,1.0,1.0,144.0,,,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
2,565000.0,1.0,1.0,0.0,,2007.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
2,1010000.0,1.0,1.0,151.0,151.0,1998.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
3,1300000.0,1.0,1.0,326.0,100.0,1890.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
3,1300000.0,2.0,2.0,138.0,108.0,2001.0,Northern Metropolitan,Cremorne,3121.0,163.25,1105.375,3771.90625
1,360000.0,1.0,1.0,0.0,,,Southern Metropolitan,Docklands,3008.0,142.43478260869566,902.6086956521739,3149.913043478261
4,1370000.0,2.0,2.0,0.0,,,Southern Metropolitan,Docklands,3008.0,142.43478260869566,902.6086956521739,3149.913043478261
2,800000.0,2.0,2.0,0.0,128.0,,Southern Metropolitan,Docklands,3008.0,142.43478260869566,902.6086956521739,3149.913043478261
2,503000.0,1.0,1.0,0.0,,1960.0,Western Metropolitan,Travancore,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
3,1257000.0,2.0,1.0,337.0,153.0,1930.0,Western Metropolitan,Travancore,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
4,1562000.0,2.0,1.0,621.0,192.0,1900.0,Western Metropolitan,Travancore,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
2,1100000.0,1.0,1.0,321.0,,,Western Metropolitan,Travancore,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
4,1740000.0,3.0,2.0,650.0,242.0,1925.0,Western Metropolitan,Travancore,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
2,315000.0,1.0,1.0,0.0,51.0,2012.0,Western Metropolitan,Travancore,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
3,1650000.0,1.0,2.0,875.0,,,Southern Metropolitan,Caulfield East,3145.0,46.9,332.5,980.0
3,1380000.0,1.0,2.0,658.0,,,Southern Metropolitan,Caulfield East,3145.0,46.9,332.5,980.0
2,620000.0,1.0,2.0,0.0,,,Southern Metropolitan,Caulfield East,3145.0,46.9,332.5,980.0
5,1335000.0,2.0,1.0,521.0,208.0,1915.0,Southern Metropolitan,Caulfield East,3145.0,46.9,332.5,980.0
2,1000000.0,1.0,1.0,472.0,,1960.0,Southern Metropolitan,Caulfield East,3145.0,46.9,332.5,980.0
3,1250000.0,2.0,2.0,236.0,193.0,2004.0,Southern Metropolitan,Gardenvale,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,393000.0,1.0,1.0,0.0,65.0,1970.0,Southern Metropolitan,Gardenvale,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,440000.0,1.0,1.0,0.0,75.0,,Southern Metropolitan,Gardenvale,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
2,595000.0,1.0,1.0,0.0,75.0,1960.0,Southern Metropolitan,Gardenvale,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
4,2200000.0,3.0,3.0,474.0,230.0,2010.0,Southern Metropolitan,Gardenvale,3185.0,140.27777777777777,879.5555555555555,3094.3333333333335
3,1700000.0,1.0,2.0,341.0,,,Northern Metropolitan,Princes Hill,3054.0,89.125,474.75,1752.25
4,1908000.0,2.0,1.0,256.0,156.0,1890.0,Northern Metropolitan,Princes Hill,3054.0,89.125,474.75,1752.25
3,1700000.0,1.0,1.0,178.0,116.0,1910.0,Southern Metropolitan,Albert Park,3206.0,177.47058823529412,1066.5294117647059,3750.9411764705883
1,1100000.0,1.0,1.0,0.0,64.0,1888.0,Southern Metropolitan,Albert Park,3206.0,177.47058823529412,1066.5294117647059,3750.9411764705883
3,2155000.0,2.0,0.0,130.0,,,Southern Metropolitan,Albert Park,3206.0,177.47058823529412,1066.5294117647059,3750.9411764705883
3,2115000.0,2.0,0.0,140.0,,,Southern Metropolitan,Albert Park,3206.0,177.47058823529412,1066.5294117647059,3750.9411764705883
2,2810000.0,1.0,1.0,263.0,,,Southern Metropolitan,Albert Park,3206.0,177.47058823529412,1066.5294117647059,3750.9411764705883
2,2130000.0,1.0,1.0,236.0,,,Southern Metropolitan,Albert Park,3206.0,177.47058823529412,1066.5294117647059,3750.9411764705883
4,2950000.0,1.0,0.0,306.0,,,Southern Metropolitan,Albert Park,3206.0,177.47058823529412,1066.5294117647059,3750.9411764705883
3,2150000.0,1.0,1.0,163.0,85.0,1890.0,Southern Metropolitan,Albert Park,3206.0,177.47058823529412,1066.5294117647059,3750.9411764705883
3,2035000.0,1.0,1.0,185.0,,,Southern Metropolitan,Albert Park,3206.0,177.47058823529412,1066.5294117647059,3750.9411764705883
2,1500000.0,1.0,1.0,115.0,,,Southern Metropolitan,Albert Park,3206.0,177.47058823529412,1066.5294117647059,3750.9411764705883
2,1190000.0,1.0,0.0,111.0,70.0,1915.0,Southern Metropolitan,Albert Park,3206.0,177.47058823529412,1066.5294117647059,3750.9411764705883
1,320000.0,1.0,1.0,915.0,,,Northern Metropolitan,Alphington,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
3,1285000.0,2.0,2.0,528.0,,1967.0,Northern Metropolitan,Alphington,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
4,1975000.0,2.0,2.0,600.0,,,Northern Metropolitan,Alphington,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
1,316000.0,1.0,1.0,0.0,,,Northern Metropolitan,Alphington,3078.0,128.28571428571428,650.7142857142857,2338.714285714286
2,1859000.0,2.0,3.0,311.0,,,Southern Metropolitan,Armadale,3143.0,127.125,865.125,3313.125
2,1200000.0,2.0,1.0,189.0,,,Southern Metropolitan,Armadale,3143.0,127.125,865.125,3313.125
2,480000.0,1.0,1.0,0.0,66.23,1960.0,Southern Metropolitan,Armadale,3143.0,127.125,865.125,3313.125
3,1635000.0,2.0,2.0,1803.0,,2011.0,Southern Metropolitan,Armadale,3143.0,127.125,865.125,3313.125
2,1705000.0,2.0,0.0,195.0,,,Southern Metropolitan,Armadale,3143.0,127.125,865.125,3313.125
3,1005000.0,2.0,2.0,0.0,,,Southern Metropolitan,Armadale,3143.0,127.125,865.125,3313.125
2,852000.0,1.0,1.0,869.0,74.0,1980.0,Southern Metropolitan,Armadale,3143.0,127.125,865.125,3313.125
2,690000.0,1.0,2.0,0.0,,,Southern Metropolitan,Armadale,3143.0,127.125,865.125,3313.125
3,2120000.0,2.0,3.0,395.0,,,Southern Metropolitan,Armadale,3143.0,127.125,865.125,3313.125
1,405000.0,1.0,0.0,0.0,48.0,1966.0,Southern Metropolitan,Armadale,3143.0,127.125,865.125,3313.125
5,2100000.0,3.0,3.0,468.0,274.0,1925.0,Western Metropolitan,Ascot Vale,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
3,1435000.0,1.0,1.0,450.0,155.0,1920.0,Western Metropolitan,Ascot Vale,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
2,1020000.0,1.0,1.0,226.0,98.0,1920.0,Western Metropolitan,Ascot Vale,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
3,1041000.0,2.0,2.0,209.0,,2009.0,Western Metropolitan,Ascot Vale,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
2,565000.0,2.0,1.0,103.0,,,Western Metropolitan,Ascot Vale,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
6,2250000.0,3.0,2.0,1012.0,435.0,1887.0,Western Metropolitan,Ascot Vale,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
4,900000.0,3.0,2.0,0.0,159.0,2011.0,Western Metropolitan,Ascot Vale,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
3,1490000.0,2.0,1.0,542.0,,,Western Metropolitan,Ascot Vale,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
3,1230000.0,1.0,2.0,538.0,,,Western Metropolitan,Ascot Vale,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
2,1050000.0,1.0,0.0,341.0,,,Western Metropolitan,Ascot Vale,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
2,1005000.0,1.0,1.0,202.0,,,Western Metropolitan,Ascot Vale,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
4,1316500.0,3.0,2.0,230.0,,,Western Metropolitan,Ascot Vale,3032.0,81.16666666666667,441.6666666666667,1677.9166666666667
2,1402000.0,1.0,4.0,616.0,,,Southern Metropolitan,Bentleigh,3204.0,139.0,757.5714285714286,2936.0
3,1500000.0,1.0,2.0,657.0,,,Southern Metropolitan,Bentleigh,3204.0,139.0,757.5714285714286,2936.0
2,1100000.0,1.0,3.0,579.0,,,Southern Metropolitan,Bentleigh,3204.0,139.0,757.5714285714286,2936.0
6,2000000.0,2.0,2.0,702.0,,1926.0,Southern Metropolitan,Bentleigh,3204.0,139.0,757.5714285714286,2936.0
2,710000.0,1.0,3.0,225.0,,,Southern Metropolitan,Bentleigh,3204.0,139.0,757.5714285714286,2936.0
2,620000.0,2.0,1.0,0.0,,2012.0,Southern Metropolitan,Bentleigh,3204.0,139.0,757.5714285714286,2936.0
